,Name,ID
1160,Pucinelli de Almeida M.,617
1161,Querry S.,620
1162,Rocha D.,1025
1163,Tahiri M.,655
1164,Granollers-Pujol G.,1028
1165,Khaddari H.,1031
1166,Lalami Laaroussi Y.,1035
1167,Vacherot V.,1037
1168,Peric T.,1041
1169,Ciorcila P.,1047
1170,Linzer M.,1048
1171,Vega Hernandez D.,1053
1172,Silva F.F.,662
1173,Rehberg M.,1055
1174,Abel M.,1057
1175,Tavares L.,667
1176,Bellotti R.,1061
1177,Gimeno Valero C.,1066
1178,Brancaccio R.,1069
1179,Prinosil D.,1074
1180,Vaisse M.,1078
1181,Ortega-Olmedo R.,1079
1182,Olivieri G.,692
1183,Mecir M.,850
1184,Michon A.,698
1185,Hernandez-Fernandez J,1083
1186,Ghedin R.,1089
1187,Gigounon G.,1090
1188,Klein T.,1092
1189,Logtens P.,1093
1190,Koning M.,1094
1191,Olejniczak D.,1095
1192,Slabinsky A.,1099
1193,Middelkoop M.,1102
1194,Walter L.,1103
1195,Riba-Madrid P.,1106
1196,Loffhagen G.,1110
1197,van der Merwe I.,1111
1198,Eaton C.,729
1199,Reid M.,1112
1200,Smethurst D.,1113
1201,Fery A.,1119
1202,Levine I.,1122
1203,Roshardt R.,1123
1204,Simonsson F.,1130
1205,Ehrat S.,1131
1206,Andersen J.F.,1133
1207,Washington M.,1134
1208,Mejia N.,1140
1209,Blumberg W.,1141
1210,Spizzirri E.,1142
1211,Chung Y.,1143
1212,Brizzi A.,1144
1213,Sadecky A.,764
1214,Collarini A.,1147
1215,Schiessling T.,1148
1216,Gimeno D.,1149
1217,Grigelis L.,1153
1218,Pasha N.,1154
1219,Trevisan M.,1155
1220,Mertl J.,774
1221,Reinberg E.,1159
1222,Moroni G.,778
1223,Nestor D.,1161
1224,Belic L.,1163
1225,Muster T.,1165
1226,Lopez-Perez E.,1168
1227,Chadaj A.,787
1228,Matkowski M.,1172
1229,Panfil G.,1174
1230,Poljicak M.,1178
1231,Mansouri S.,1179
1232,Clayton A.,1180
1233,Estrella V.,1182
1234,Steckley R.,1185
1235,Smith A.,1186
1236,Sanchez M.,1187
1237,Garanganga T.,1188
1238,Galarneau A.,1189
1239,Ignatik U.,1191
1240,Halebian A.,1194
1241,Bega A.,1196
1242,Riffice S.,1197
1243,Benneteau A.,1198
1244,Bogaerts R.,1199
1245,Kirchheimer S.,1200
1246,McClune M.,1201
1247,Lee D.H.,807
1248,Moreno De Alboran N.,1206
1249,Matsui T.,1208
1250,Renavand N.,814
1251,Chrysochos P.,1213
1252,Mu T.,1215
1253,Lock B.,1217
1254,Gard C.,1218
1255,Wachiramanowong K.,1220
1256,Vasilevski A.,1221
1257,Fidirko N.,1223
1258,Inglot D.,1224
1259,Takeuchi K.,1226
1260,Roumane R.,1228
1261,Zhou Y.,1231
1262,Mo Y.,1232
1263,Scherrer J.C.,822
1264,Mena F.,1243
1265,Deen Heshaam A.,1246
1266,Tyurnev E.,1248
1267,Zhu B.Q.,1250
1268,Yevseyev D.,1258
1269,Terachi T.,842
1270,Wang C.,836
1271,Tiurnev E.,1259
1272,Blockx A.,1261
1273,Chaen T.,1262
1274,Nedovyesov O.,1267
1275,Takahashi Y.,1268
1276,Stoliarov A.,1270
1277,Sekulic M.,1273
1278,Dubrivnyy A.,1277
1279,Avidzba A.,851
1280,Karlovskiy E.,1278
1281,Bailly G.,1279
1282,Cadart R.,1282
